test_id,algorithm,original_category,identified_category_by_AI,identified_category_score,identified_algorithm_by_AI,identified_algorithm_score,response_success,overall_score,vulnerability_score,decryption_score,decryption_applicable,decryption_kind,decryption_acknowledged_infeasible,decryption_plaintext_similarity,decryption_plaintext_exact_match,reasoning_score,confidence,suggested_attacks_count,vulnerabilities_count,exact_match,category_match
test_500,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.583,0.0,0.0,False,not_applicable,True,0.0,False,0.833,0.98,4,2,True,True
test_501,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.9,3,2,False,True
test_502,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,3,2,True,True
test_503,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.95,4,2,False,True
test_504,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.88,3,3,False,True
test_505,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.622,0.3,0.0,True,none,False,0.0,False,0.917,0.95,4,3,True,True
test_506,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.63,0.3,0.0,True,none,False,0.0,False,1.0,0.95,4,3,True,True
test_507,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.123,0.1,0.1,True,plaintext_similarity,False,0.1,False,0.833,0.9,3,2,False,True
test_508,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.9,3,2,False,True
test_509,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.632,0.4,0.0,True,none,False,0.0,False,0.917,0.9,3,2,True,True
test_510,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.583,0.0,0.0,True,none,False,0.0,False,0.833,0.95,3,2,True,True
test_511,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,False,not_applicable,False,0.0,False,0.8,1.0,4,2,False,True
test_512,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,False,not_applicable,False,0.0,False,0.8,0.95,4,2,False,True
test_513,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-ECB,1.0,True,0.637,0.033,0.111,True,plaintext_similarity,False,0.111,False,1.0,0.85,4,4,True,True
test_514,Substitution cipher,classical,classical,1.0,Substitution cipher,1.0,True,0.84,0.9,0.5,True,plaintext_similarity,False,0.5,False,1.0,0.95,3,3,True,True
test_515,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.62,0.3,0.0,True,none,False,0.0,False,0.9,0.98,4,3,True,True
test_516,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.63,0.4,0.0,False,not_applicable,True,0.0,False,0.9,0.95,4,2,True,True
test_517,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.575,0.0,0.0,False,not_applicable,True,0.0,False,0.75,0.98,4,2,True,True
test_518,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,1.0,True,0.59,0.0,0.0,True,none,False,0.0,False,0.9,0.98,3,1,True,True
test_519,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.1,0.1,0.0,True,none,False,0.0,False,0.9,0.9,3,2,False,True
test_520,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.69,0.9,0.0,True,none,False,0.0,False,1.0,0.95,3,2,True,True
test_521,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.58,0.0,0.0,False,not_applicable,False,0.0,False,0.8,0.95,4,2,True,True
test_522,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.893,0.133,1.0,True,plaintext_similarity,False,1.0,True,0.8,1.0,3,3,True,True
test_523,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.64,0.4,0.0,True,none,False,0.0,False,1.0,0.9,3,2,True,True
test_524,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.58,0.0,0.0,False,not_applicable,True,0.0,False,0.8,0.98,4,2,True,True
test_525,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.62,0.3,0.0,True,none,False,0.0,False,0.9,0.95,3,3,True,True
test_526,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.093,0.1,0.0,True,none,False,0.0,False,0.833,0.9,4,3,False,True
test_527,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.622,0.3,0.0,True,none,False,0.0,False,0.917,0.95,3,4,True,True
test_528,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.95,3,2,False,True
test_529,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.61,0.4,0.0,False,not_applicable,False,0.0,False,0.7,0.95,4,2,True,True
test_530,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.077,0.1,0.0,False,not_applicable,False,0.0,False,0.667,0.95,4,2,False,True
test_531,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.077,0.1,0.0,False,not_applicable,False,0.0,False,0.667,1.0,4,2,False,True
test_532,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.61,0.3,0.0,True,none,False,0.0,False,0.8,0.95,4,4,True,True
test_533,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.133,0.1,0.111,True,plaintext_similarity,False,0.111,False,0.9,0.95,3,2,False,True
test_534,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.102,0.1,0.0,True,none,False,0.0,False,0.917,0.95,3,2,False,True
test_535,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.682,0.9,0.0,True,none,False,0.0,False,0.917,0.95,3,2,True,True
test_536,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.806,0.3,0.615,True,plaintext_similarity,False,0.615,False,0.917,0.95,3,3,True,True
test_537,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,4,2,True,True
test_538,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.58,0.0,0.0,False,not_applicable,True,0.0,False,0.8,1.0,4,2,True,True
test_539,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.558,0.0,0.0,False,not_applicable,False,0.0,False,0.583,1.0,4,1,True,True
test_540,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.61,0.4,0.0,False,not_applicable,False,0.0,False,0.7,1.0,4,2,True,True
test_541,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,4,2,True,True
test_542,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.588,0.133,0.0,True,none,False,0.0,False,0.75,0.95,3,3,True,True
test_543,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,4,3,True,True
test_544,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.85,3,3,True,True
test_545,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.085,0.1,0.0,False,not_applicable,False,0.0,False,0.75,0.95,4,3,False,True
test_546,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.59,0.0,0.0,False,not_applicable,False,0.0,False,0.9,0.98,3,2,True,True
test_547,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.613,0.3,0.0,True,none,False,0.0,False,0.833,0.95,4,3,True,True
test_548,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,3,2,True,True
test_549,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.1,0.1,0.0,True,none,False,0.0,False,0.9,0.8,3,3,False,True
test_550,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.59,0.0,0.0,False,not_applicable,False,0.0,False,0.9,0.95,3,2,True,True
test_551,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.75,3,3,False,True
test_552,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.613,0.133,0.0,True,none,False,0.0,False,1.0,0.95,3,3,True,True
test_553,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.63,0.3,0.0,True,none,False,0.0,False,1.0,0.95,3,3,True,True
test_554,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.1,0.1,0.0,True,none,False,0.0,False,0.9,0.85,3,2,False,True
test_555,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.59,0.0,0.0,False,not_applicable,True,0.0,False,0.9,0.95,3,2,True,True
test_556,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,3,2,True,True
test_557,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.592,0.0,0.0,True,none,False,0.0,False,0.917,0.95,3,2,True,True
test_558,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.093,0.1,0.0,False,not_applicable,False,0.0,False,0.833,0.95,4,2,False,True
test_559,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.64,0.4,0.0,False,not_applicable,True,0.0,False,1.0,0.95,4,2,True,True
test_560,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.57,0.0,0.0,False,not_applicable,False,0.0,False,0.7,0.95,4,2,True,True
test_561,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.07,0.1,0.0,False,not_applicable,False,0.0,False,0.6,0.95,3,2,False,True
test_562,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.613,0.3,0.0,True,none,False,0.0,False,0.833,0.9,4,4,True,True
test_563,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.95,4,3,False,True
test_564,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.58,0.0,0.0,False,not_applicable,False,0.0,False,0.8,0.95,3,2,True,True
test_565,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.897,0.133,1.0,True,plaintext_similarity,False,1.0,True,0.833,1.0,3,3,True,True
test_566,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.85,3,2,False,True
test_567,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.923,0.567,1.0,True,plaintext_similarity,False,1.0,True,0.667,1.0,3,3,True,True
test_568,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.08,0.1,0.0,False,not_applicable,False,0.0,False,0.7,0.95,4,2,False,True
test_569,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.9,3,2,False,True
test_570,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.11,0.1,0.0,False,not_applicable,False,0.0,False,1.0,0.95,4,2,False,True
test_571,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.148,0.1,0.125,True,plaintext_similarity,False,0.125,False,1.0,0.95,3,2,False,True
test_572,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.64,0.4,0.0,True,none,False,0.0,False,1.0,0.95,3,2,True,True
test_573,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.62,0.3,0.0,True,none,False,0.0,False,0.9,0.95,4,3,True,True
test_574,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.63,0.4,0.0,True,none,False,0.0,False,0.9,0.9,3,2,True,True
test_575,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.67,0.9,0.0,False,not_applicable,False,0.0,False,0.8,0.95,4,3,True,True
test_576,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.1,0.1,0.0,True,none,False,0.0,False,0.9,0.95,3,2,False,True
test_577,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.6,0.0,0.0,False,not_applicable,True,0.0,False,1.0,0.98,4,2,True,True
test_578,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.95,3,1,False,True
test_579,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.085,0.1,0.0,False,not_applicable,False,0.0,False,0.75,0.95,4,3,False,True
test_580,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.882,0.133,1.0,True,plaintext_similarity,False,1.0,True,0.688,1.0,3,3,True,True
test_581,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.68,1.0,0.0,False,not_applicable,True,0.0,False,0.8,0.95,3,2,True,True
test_582,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.625,0.0,0.083,True,plaintext_similarity,False,0.083,False,1.0,0.98,3,3,True,True
test_583,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.127,0.1,0.091,True,plaintext_similarity,False,0.091,False,0.9,1.0,3,2,False,True
test_584,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.633,0.4,0.0,True,none,False,0.0,False,0.929,0.9,3,2,True,True
test_585,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.605,0.3,0.0,False,not_applicable,False,0.0,False,0.75,0.95,4,3,True,True
test_586,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.95,3,2,False,True
test_587,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.6,0.0,0.0,False,not_applicable,False,0.0,False,1.0,0.98,3,2,True,True
test_588,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.9,0.0,1.0,True,plaintext_similarity,False,1.0,True,1.0,1.0,3,3,True,True
test_589,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.85,3,2,False,True
test_590,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.678,0.033,0.333,True,plaintext_similarity,False,0.333,False,0.75,0.95,3,4,True,True
test_591,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.1,0.1,0.0,True,none,False,0.0,False,0.9,0.75,3,2,False,True
test_592,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.08,0.1,0.0,False,not_applicable,False,0.0,False,0.7,0.95,4,2,False,True
test_593,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.089,0.1,0.0,True,none,False,0.0,False,0.786,0.95,4,4,False,True
test_594,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.888,0.133,1.0,True,plaintext_similarity,False,1.0,True,0.75,0.95,3,3,True,True
test_595,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.592,0.0,0.0,True,none,False,0.0,False,0.917,0.95,3,2,True,True
test_596,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.64,0.4,0.0,True,none,False,0.0,False,1.0,0.9,3,2,True,True
test_597,Substitution cipher,classical,classical,1.0,Caesar cipher,0.0,True,0.077,0.1,0.0,True,none,False,0.0,False,0.667,0.95,3,3,False,True
test_598,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.66,0.9,0.0,False,not_applicable,False,0.0,False,0.7,1.0,4,3,True,True
test_599,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,4,2,True,True
test_600,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.834,0.133,0.875,True,plaintext_similarity,False,0.875,False,0.583,1.0,3,3,True,True
test_601,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.95,3,2,False,True
test_602,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.102,0.1,0.0,True,none,False,0.0,False,0.917,0.9,3,2,False,True
test_603,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.082,0.1,0.0,True,none,False,0.0,False,0.722,0.9,4,3,False,True
test_604,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.98,4,3,True,True
test_605,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.883,0.133,1.0,True,plaintext_similarity,False,1.0,True,0.7,1.0,3,3,True,True
test_606,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.58,0.0,0.0,False,not_applicable,True,0.0,False,0.8,0.98,3,2,True,True
test_607,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.1,0.1,0.0,True,none,False,0.0,False,0.9,0.95,3,1,False,True
test_608,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.623,0.233,0.0,True,none,False,0.0,False,1.0,0.95,4,2,True,True
test_609,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.57,0.0,0.0,False,not_applicable,False,0.0,False,0.7,0.95,4,2,True,True
test_610,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.95,3,1,False,True
test_611,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.25,0.1,0.5,True,plaintext_similarity,False,0.5,False,0.9,0.9,4,3,False,True
test_612,Caesar cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.239,0.1,0.429,True,plaintext_similarity,False,0.429,False,1.0,0.95,4,4,False,True
test_613,Vigenère cipher,classical,classical,1.0,Caesar cipher,0.0,True,0.068,0.1,0.0,True,none,False,0.0,False,0.583,0.95,2,3,False,True
test_614,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.59,0.0,0.0,False,not_applicable,True,0.0,False,0.9,1.0,4,2,True,True
test_615,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.9,3,2,False,True
test_616,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.07,0.1,0.0,False,not_applicable,False,0.0,False,0.6,0.95,4,2,False,True
test_617,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.61,0.4,0.0,False,not_applicable,False,0.0,False,0.7,0.95,4,2,True,True
test_618,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,3,2,True,True
test_619,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.59,0.0,0.0,True,none,False,0.0,False,0.9,0.95,4,3,True,True
test_620,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.95,3,2,False,True
test_621,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.63,0.3,0.0,True,none,False,0.0,False,1.0,0.9,3,3,True,True
test_622,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.6,0.0,0.0,False,not_applicable,True,0.0,False,1.0,0.95,4,3,True,True
test_623,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.95,3,2,False,True
test_624,Substitution cipher,classical,classical,1.0,Substitution cipher,1.0,True,0.595,0.2,0.0,True,none,False,0.0,False,0.75,0.9,3,4,True,True
test_625,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.143,0.1,0.111,True,plaintext_similarity,False,0.111,False,1.0,0.85,3,2,False,True
test_626,Substitution cipher,classical,classical,1.0,Substitution cipher,1.0,True,0.61,0.3,0.0,True,none,False,0.0,False,0.8,0.9,3,3,True,True
test_627,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.077,0.1,0.0,False,not_applicable,False,0.0,False,0.667,1.0,4,3,False,True
test_628,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,False,not_applicable,False,0.0,False,0.8,0.9,4,2,False,True
test_629,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.575,0.0,0.0,False,not_applicable,False,0.0,False,0.75,0.98,4,2,True,True
test_630,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.905,0.467,1.0,True,plaintext_similarity,False,1.0,True,0.583,1.0,3,4,True,True
test_631,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.64,0.4,0.0,True,none,False,0.0,False,1.0,0.95,3,2,True,True
test_632,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.153,0.1,0.143,True,plaintext_similarity,False,0.143,False,1.0,0.95,4,3,False,True
test_633,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,1.0,True,0.592,0.0,0.0,True,none,False,0.0,False,0.917,0.95,3,1,True,True
test_634,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.58,0.0,0.0,False,not_applicable,False,0.0,False,0.8,0.95,4,2,True,True
test_635,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.102,0.1,0.0,True,none,False,0.0,False,0.917,0.95,4,2,False,True
test_636,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.64,0.4,0.0,False,not_applicable,False,0.0,False,1.0,0.95,3,2,True,True
test_637,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,4,2,True,True
test_638,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,False,not_applicable,False,0.0,False,0.8,0.95,4,3,False,True
test_639,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.58,0.0,0.0,False,not_applicable,False,0.0,False,0.8,0.95,4,2,True,True
test_640,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.632,0.4,0.0,True,none,False,0.0,False,0.917,0.95,3,2,True,True
test_641,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.102,0.1,0.0,True,none,False,0.0,False,0.917,0.95,4,2,False,True
test_642,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.63,0.4,0.0,False,not_applicable,True,0.0,False,0.9,0.95,4,2,True,True
test_643,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.85,0.133,0.889,True,plaintext_similarity,False,0.889,False,0.7,1.0,3,3,True,True
test_644,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.093,0.1,0.0,True,none,False,0.0,False,0.833,0.95,3,2,False,True
test_645,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.08,0.1,0.0,False,not_applicable,False,0.0,False,0.7,0.95,4,2,False,True
test_646,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.605,0.3,0.0,True,none,False,0.0,False,0.75,0.95,4,4,True,True
test_647,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.834,0.133,0.875,True,plaintext_similarity,False,0.875,False,0.583,1.0,3,3,True,True
test_648,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.1,0.1,0.0,True,none,False,0.0,False,0.9,0.95,4,2,False,True
test_649,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.79,0.3,0.615,True,plaintext_similarity,False,0.615,False,0.75,0.95,3,3,True,True
test_650,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.08,0.1,0.0,False,not_applicable,False,0.0,False,0.7,0.95,4,2,False,True
test_651,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.598,0.4,0.0,False,not_applicable,False,0.0,False,0.583,1.0,4,2,True,True
test_652,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.64,0.4,0.0,True,none,False,0.0,False,1.0,0.95,3,2,True,True
test_653,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.08,0.1,0.0,False,not_applicable,False,0.0,False,0.7,0.95,4,2,False,True
test_654,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.92,3,2,False,True
test_655,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.915,0.567,1.0,True,plaintext_similarity,False,1.0,True,0.583,0.95,3,3,True,True
test_656,Vigenère cipher,classical,classical,1.0,Caesar cipher,0.0,True,0.08,0.1,0.0,True,none,False,0.0,False,0.7,0.95,3,3,False,True
test_657,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.59,0.0,0.0,True,none,False,0.0,False,0.9,0.95,3,2,True,True
test_658,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.093,0.1,0.0,True,none,False,0.0,False,0.833,0.8,3,2,False,True
test_659,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.575,0.0,0.0,False,not_applicable,False,0.0,False,0.75,0.98,3,2,True,True
test_660,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.139,0.1,0.125,True,plaintext_similarity,False,0.125,False,0.917,0.95,4,3,False,True
test_661,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.08,0.1,0.0,False,not_applicable,False,0.0,False,0.7,0.95,4,2,False,True
test_662,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.59,0.0,0.0,True,none,False,0.0,False,0.9,0.95,3,2,True,True
test_663,Substitution cipher,classical,classical,1.0,Substitution cipher,1.0,True,0.65,0.8,0.0,True,none,False,0.0,False,0.7,0.9,3,4,True,True
test_664,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.102,0.1,0.0,True,none,False,0.0,False,0.917,0.98,4,2,False,True
test_665,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.677,0.3,0.222,True,plaintext_similarity,False,0.222,False,0.8,0.9,4,3,True,True
test_666,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.63,0.4,0.0,False,not_applicable,False,0.0,False,0.9,0.95,4,2,True,True
