test_id,algorithm,original_category,identified_category_by_AI,identified_category_score,identified_algorithm_by_AI,identified_algorithm_score,response_success,overall_score,vulnerability_score,decryption_score,reasoning_score,confidence,suggested_attacks_count,vulnerabilities_count,exact_match,category_match
test_613,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.62,0.3,0.0,0.9,0.7,4,3,True,True
test_614,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.59,0.0,0.0,0.9,0.9,4,3,True,True
test_615,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.1,0.1,0.0,0.9,0.8,4,3,False,True
test_616,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.11,0.1,0.0,1.0,0.75,3,3,False,True
test_617,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.63,0.4,0.0,0.9,0.9,3,2,True,True
test_618,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.95,5,3,True,True
test_619,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.1,4,3,True,True
test_620,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.6,0.0,0.0,1.0,0.7,3,3,True,True
test_621,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.63,0.3,0.0,1.0,0.9,4,3,True,True
test_622,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.63,0.4,0.0,0.9,0.9,3,2,True,True
test_623,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,1.0,0.92,4,3,False,True
test_624,Substitution cipher,classical,unknown,0.0,unknown,0.0,True,0.01,0.0,0.0,0.1,0.5,0,0,False,False
test_625,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,1.0,0.7,4,3,False,True
test_626,Substitution cipher,classical,classical,1.0,Substitution cipher,1.0,True,0.63,0.3,0.0,1.0,0.8,4,3,True,True
test_627,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.11,0.1,0.0,1.0,0.75,3,3,False,True
test_628,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.1,0.1,0.0,0.9,0.6,3,3,False,True
test_629,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.59,0.0,0.0,0.9,0.92,4,3,True,True
test_630,Caesar cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.11,0.1,0.0,1.0,0.6,4,3,False,True
test_631,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.62,0.2,0.0,1.0,0.8,4,4,True,True
test_632,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.1,0.1,0.0,0.9,0.9,4,3,False,True
test_633,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,1.0,0.8,4,4,False,True
test_634,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.6,0.3,0.0,0.7,0.9,3,3,True,True
test_635,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,1.0,0.85,4,3,False,True
test_636,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.59,0.0,0.0,0.9,0.95,4,3,True,True
test_637,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.95,4,3,True,True
test_638,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.1,0.1,0.0,0.9,0.95,3,2,False,True
test_639,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.61,0.4,0.0,0.7,0.9,3,2,True,True
test_640,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.63,0.3,0.0,1.0,0.85,3,3,True,True
test_641,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.68,0.8,0.0,1.0,0.7,4,3,True,True
test_642,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.68,0.9,0.0,0.9,0.95,4,3,True,True
test_643,Caesar cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.11,0.1,0.0,1.0,0.7,4,4,False,True
test_644,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,1.0,0.9,4,3,False,True
test_645,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,0.8,0.9,3,3,False,True
test_646,Vigenère cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.1,0.1,0.0,0.9,0.7,3,3,False,True
test_647,Caesar cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.1,0.1,0.0,0.9,0.6,3,3,False,True
test_648,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.68,0.8,0.0,1.0,0.9,3,3,True,True
test_649,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.613,0.3,0.0,0.833,0.6,4,3,True,True
test_650,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.1,0.1,0.0,0.9,0.7,3,3,False,True
test_651,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.57,0.0,0.0,0.7,0.8,3,3,True,True
test_652,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.69,0.9,0.0,1.0,0.3,4,3,True,True
test_653,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.08,0.1,0.0,0.7,0.9,3,3,False,True
test_654,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.68,0.8,0.0,1.0,0.75,3,3,True,True
test_655,Caesar cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.102,0.1,0.0,0.917,0.6,3,3,False,True
test_656,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.61,0.3,0.0,0.8,0.6,4,3,True,True
test_657,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.38,5,4,True,True
test_658,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-ECB,1.0,True,0.613,0.133,0.0,1.0,0.9,4,3,True,True
test_659,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.59,0.0,0.0,0.9,0.92,4,3,True,True
test_660,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.11,0.1,0.0,1.0,0.35,3,3,False,True
test_661,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,0.8,0.6,4,2,False,True
test_662,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.92,4,4,True,True
test_663,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.1,0.1,0.0,0.9,0.7,4,3,False,True
test_664,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,1.0,True,0.6,0.0,0.0,1.0,0.8,4,3,True,True
test_665,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.605,0.3,0.0,0.75,0.6,4,3,True,True
test_666,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.6,0.3,0.0,0.7,0.7,3,3,True,True
test_667,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,1.0,0.6,3,3,False,True
test_668,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.6,0.0,0.0,1.0,0.9,3,3,True,True
test_669,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.68,0.8,0.0,1.0,0.9,4,3,True,True
test_670,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.92,4,3,True,True
test_671,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.63,0.3,0.0,1.0,0.8,4,3,True,True
test_672,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.6,0.0,0.0,1.0,0.95,3,3,True,True
test_673,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.69,0.9,0.0,1.0,0.9,4,3,True,True
test_674,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.102,0.1,0.0,0.917,0.7,4,3,False,True
test_675,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.68,0.8,0.0,1.0,0.85,4,3,True,True
test_676,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.63,0.3,0.0,1.0,0.9,4,3,True,True
test_677,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.11,0.1,0.0,1.0,0.6,4,3,False,True
test_678,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.11,0.1,0.0,1.0,0.25,4,3,False,True
test_679,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.622,0.3,0.0,0.917,0.92,3,3,True,True
test_680,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.592,0.0,0.0,0.917,0.9,4,3,True,True
test_681,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,1.0,0.95,4,3,False,True
test_682,Caesar cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.102,0.1,0.0,0.917,0.8,3,3,False,True
test_683,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.68,0.8,0.0,1.0,0.75,4,3,True,True
test_684,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.63,0.3,0.0,1.0,0.7,4,3,True,True
test_685,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-ECB,1.0,True,0.603,0.133,0.0,0.9,0.2,3,3,True,True
test_686,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,1.0,True,0.68,0.8,0.0,1.0,0.8,3,3,True,True
test_687,Caesar cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.1,0.1,0.0,0.9,0.7,4,3,False,True
test_688,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.603,0.033,0.0,1.0,0.95,4,4,True,True
test_689,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.61,0.4,0.0,0.7,0.8,3,2,True,True
test_690,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.68,0.8,0.0,1.0,0.6,3,3,True,True
test_691,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.07,0.1,0.0,0.6,0.75,3,3,False,True
test_692,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.11,0.1,0.0,1.0,0.7,4,3,False,True
test_693,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.92,4,4,True,True
test_694,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.95,5,3,True,True
test_695,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.6,0.0,0.0,1.0,0.9,3,3,True,True
test_696,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.1,0.1,0.0,0.9,0.92,4,3,False,True
test_697,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.61,0.2,0.0,0.9,0.92,4,4,True,True
test_698,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.67,0.8,0.0,0.9,0.7,4,3,True,True
test_699,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.63,0.3,0.0,1.0,0.95,3,3,True,True
test_700,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.95,4,4,True,True
test_701,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.1,0.1,0.0,0.9,0.6,4,3,False,True
test_702,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.655,0.3,0.083,1.0,0.9,4,3,True,True
test_703,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.67,0.7,0.0,1.0,0.7,4,4,True,True
test_704,Vigenère cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.1,0.1,0.0,0.9,0.6,4,3,False,True
test_705,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.59,0.0,0.0,0.9,0.9,3,3,True,True
test_706,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.877,0.567,0.8,0.8,0.95,3,3,True,True
test_707,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.68,0.8,0.0,1.0,0.92,4,3,True,True
test_708,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.95,4,3,True,True
test_709,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.923,0.567,1.0,0.667,0.95,3,3,True,True
test_710,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,1.0,0.7,4,3,False,True
test_711,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.63,0.3,0.0,1.0,0.7,4,3,True,True
test_712,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.68,0.9,0.0,0.9,0.75,4,3,True,True
test_713,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.62,0.3,0.0,0.9,0.7,3,3,True,True
test_714,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.9,4,3,True,True
test_715,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.63,0.3,0.0,1.0,0.95,3,3,True,True
test_716,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.1,0.1,0.0,0.9,0.4,4,3,False,True
test_717,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.1,0.1,0.0,0.9,0.6,3,3,False,True
test_718,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,1.0,0.9,4,3,False,True
test_719,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.068,0.1,0.0,0.583,0.8,3,3,False,True
test_720,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.102,0.1,0.0,0.917,0.9,3,3,False,True
test_721,Substitution cipher,classical,classical,1.0,Substitution cipher,1.0,True,0.62,0.3,0.0,0.9,0.9,4,3,True,True
test_722,Caesar cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.121,0.1,0.091,0.833,0.35,3,3,False,True
test_723,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.6,0.0,0.0,1.0,0.8,4,4,True,True
test_724,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,1.0,True,0.67,0.8,0.0,0.9,0.95,4,3,True,True
test_725,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.92,5,3,True,True
test_726,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.11,0.1,0.0,1.0,0.6,3,3,False,True
test_727,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,0.8,0.9,3,3,False,True
test_728,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.6,0.0,0.0,1.0,0.12,3,3,True,True
test_729,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.11,0.1,0.0,1.0,0.65,4,3,False,True
test_730,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.9,4,3,True,True
test_731,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.6,0.0,0.0,1.0,0.95,4,4,True,True
test_732,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.63,0.3,0.0,1.0,0.95,3,3,True,True
test_733,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.613,0.3,0.0,0.833,0.72,3,3,True,True
test_734,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.12,5,4,True,True
test_735,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.62,0.3,0.0,0.9,0.9,4,3,True,True
test_736,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.592,0.0,0.0,0.917,0.9,5,4,True,True
test_737,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.603,0.033,0.0,1.0,0.95,4,4,True,True
test_738,Substitution cipher,classical,unknown,0.0,unknown,0.0,True,0.01,0.0,0.0,0.1,0.5,0,0,False,False
test_739,Vigenère cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.11,0.1,0.0,1.0,0.8,3,3,False,True
test_740,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.63,0.3,0.0,1.0,0.95,4,3,True,True
test_741,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.093,0.1,0.0,0.833,0.95,3,2,False,True
test_742,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.927,0.567,1.0,0.7,0.95,3,3,True,True
test_743,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.69,0.9,0.0,1.0,0.8,4,3,True,True
test_744,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.59,0.0,0.0,0.9,0.1,4,3,True,True
test_745,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,0.8,0.6,3,3,False,True
test_746,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,1.0,0.9,3,3,False,True
test_747,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,1.0,0.95,4,3,False,True
test_748,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.68,0.8,0.0,1.0,0.6,3,3,True,True
test_749,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.95,4,4,True,True
test_750,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,1.0,0.95,4,4,False,True
test_751,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,1.0,0.75,4,3,False,True
test_752,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,1.0,0.7,3,3,False,True
test_753,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.6,0.0,0.0,1.0,0.9,4,3,True,True
test_754,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.08,0.1,0.0,0.7,0.65,3,3,False,True
test_755,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.3,4,3,True,True
test_756,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,1.0,0.95,4,3,False,True
test_757,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.11,0.1,0.0,1.0,0.7,4,3,False,True
test_758,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,1.0,0.9,4,3,False,True
test_759,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.592,0.0,0.0,0.917,0.9,4,4,True,True
test_760,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.35,3,3,True,True
test_761,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,1.0,0.92,4,3,False,True
test_762,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.603,0.2,0.0,0.833,0.9,4,4,True,True
test_763,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.6,0.0,0.0,1.0,0.95,4,3,True,True
test_764,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.9,5,4,True,True
test_765,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.627,0.0,0.091,1.0,0.6,4,3,True,True
test_766,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.4,4,3,True,True
test_767,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.92,4,4,True,True
test_768,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,1.0,0.6,4,4,False,True
test_769,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.622,0.3,0.0,0.917,0.6,4,4,True,True
test_770,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.95,4,3,True,True
test_771,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.622,0.3,0.0,0.917,0.9,4,3,True,True
test_772,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.59,0.0,0.0,0.9,0.9,4,3,True,True
test_773,Caesar cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.093,0.1,0.0,0.833,0.7,3,3,False,True
test_774,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.62,0.3,0.0,0.9,0.6,4,3,True,True
test_775,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.9,4,3,True,True
test_776,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,1.0,0.6,4,3,False,True
test_777,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,1.0,0.7,4,3,False,True
test_778,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.907,0.567,1.0,0.5,0.95,3,3,True,True
test_779,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.11,0.1,0.0,1.0,0.7,3,3,False,True
test_780,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,1.0,0.95,4,4,False,True
test_781,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.1,0.1,0.0,0.9,0.75,4,3,False,True
test_782,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.69,0.9,0.0,1.0,0.85,4,3,True,True
test_783,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,1.0,0.6,4,4,False,True
test_784,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.62,0.3,0.0,0.9,0.75,4,3,True,True
test_785,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.59,0.0,0.0,0.9,0.9,3,3,True,True
test_786,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.08,0.1,0.0,0.7,0.75,3,3,False,True
test_787,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.9,4,3,True,True
test_788,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,1.0,0.3,4,3,False,True
test_789,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.11,0.1,0.0,1.0,0.35,4,3,False,True
test_790,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.95,4,4,True,True
test_791,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.6,0.0,0.0,1.0,0.95,4,4,True,True
test_792,Caesar cipher,classical,unknown,0.0,unknown,0.0,True,0.01,0.0,0.0,0.1,0.5,0,0,False,False
test_793,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.6,0.0,0.0,1.0,0.95,4,4,True,True
test_794,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.1,0.1,0.0,0.9,0.75,4,3,False,True
test_795,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.102,0.1,0.0,0.917,0.9,4,4,False,True
test_796,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.592,0.0,0.0,0.917,0.95,4,3,True,True
test_797,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.61,0.3,0.0,0.8,0.7,4,3,True,True
test_798,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.11,0.1,0.0,1.0,0.7,3,3,False,True
test_799,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.1,0.1,0.0,0.9,0.9,3,3,False,True
test_800,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.9,4,3,True,True
test_801,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.1,0.1,0.0,0.9,0.8,4,4,False,True
test_802,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,0.8,0.6,3,3,False,True
test_803,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.79,1.9,0.0,1.0,0.7,3,3,True,True
test_804,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.61,0.3,0.0,0.8,0.75,4,3,True,True
test_805,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.58,0.0,0.0,0.8,0.95,4,3,True,True
test_806,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.6,0.0,0.0,1.0,0.88,4,3,True,True
test_807,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.1,0.1,0.0,0.9,0.6,4,3,False,True
test_808,Vigenère cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.1,0.1,0.0,0.9,0.8,3,3,False,True
test_809,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,1.0,0.7,4,3,False,True
test_810,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.613,0.133,0.0,1.0,0.18,4,3,True,True
test_811,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.69,0.9,0.0,1.0,0.9,4,3,True,True
test_812,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.6,0.0,0.0,1.0,0.8,3,1,True,True
test_813,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.622,0.3,0.0,0.917,0.9,4,3,True,True
test_814,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.63,0.3,0.0,1.0,0.6,3,3,True,True
test_815,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.6,0.0,0.0,1.0,0.92,4,4,True,True
